Interactions associated to P50053
ID	Name	DTHybrid	kbmf	minhash	RLS	svm	drugbank	stitch	kiba	integrative
24894505	CHEBI:548373	0	0	0	0	0.852	0	0	0	0.043	
24894618	CHEBI:548219	0	0	0	0	0.432	0	0	0	0.022	
24896765	SureCN2078666	0	0	0	0	0.811	0	0	0	0.041	
24897043	CHEBI:611600	0	0	0	0	0	0	0.234	0	0.174	
24897045	CHEBI:611533	0	0	0	0	0	0	0.234	0	0.174	
24897233	SureCN2078756	0	0	0	0	0.402	0	0	0	0.02	
24897234	SureCN2078189	0	0	0	0	0.474	0	0	0	0.024	
24897276	2rgp	0	0	0	0	0	0	0.239	0	0.177	
24897277	CHEBI:611601	0	0	0	0	0	0	0.249	0	0.185	
24897278	CHEBI:611603	0	0	0	0	0	0	0.237	0	0.176	
24897279	CHEBI:611660	0	0	0	0	0	0	0.238	0	0.177	
24897494	CHEBI:611534	0	0	0	0	0	0	0.224	0	0.166	
24897657	SureCN2080923	0	0	0	0	0.782	0	0	0	0.039	
24897658	SureCN2077628	0	0	0	0	0.075	0	0	0	0.004	
24897876	SureCN2076796	0	0	0	0	0.613	0	0	0	0.031	
24898751	SureCN2080373	0	0	0	0	0.77	0	0	0	0.038	
24899735	SureCN2081038	0	0	0	0	0.608	0	0	0	0.03	
24899916	CHEMBL520144	0	0	0	0	0.533	0	0	0	0.027	
24899987	SureCN2079802	0	0	0	0	0.036	0	0	0	0.002	
24900160	desmethylaltenusin	0	0	0	0	0.089	0	0	0	0.004	
24901679	2-pyridone analogue	 14	0	0	0	0	0.177	0	0	0	0.009	
24901680	2-pyridone analogue	 15	0	0	0	0	0.595	0	0	0	0.03	
24901685	4-pyridone analogue	 41	0	0	0	0	0.272	0	0	0	0.014	
24901687	4-pyridone analogue	 43	0	0	0	0	0.442	0	0	0	0.022	
24901689	pyridine N-oxide analogue	 4	0	0	0	0	0.242	0	0	0	0.012	
24901690	pyridine N-oxide analogue	 49	0	0	0	0	0.393	0	0	0	0.02	
24901696	3ccn	0	0	0	0	0.52	0	0	0	0.026	
24901697	Triazolopyrimidine	 3b	0	0	0	0	0.757	0	0	0	0.038	
24901698	Triazolopyridine	 3c	0	0	0	0	0.182	0	0	0	0.009	
24901704	MGCD265	0	0	0	0	0.353	0	0	0	0.018	
24901705	CHEMBL258453	0	0	0	0	0.353	0	0	0	0.018	
24901706	CHEMBL404495	0	0	0	0	0.293	0	0	0	0.015	
24901716	CHEMBL256786	0	0	0	0	0.257	0	0	0	0.013	
24905142	pp121	0	0	0	0	0.688	0	0	0	0.034	
24905145	CHEMBL1241578	0	0	0	0	0.824	0	0	0	0.041	
24905181	CHEMBL1242111	0	0	0	0	0.313	0	0	0	0.016	
24905182	CHEMBL1242199	0	0	0	0	0.145	0	0	0	0.007	
24905186	SureCN3605287	0	0	0	0	0.587	0	0	0	0.029	
24905190	SureCN2318976	0	0	0	0	0.402	0	0	0	0.02	
24905191	SureCN2360309	0	0	0	0	0.146	0	0	0	0.007	
24905197	SureCN3612927	0	0	0	0	0.671	0	0	0	0.034	
24905201	SureCN2320180	0	0	0	0	0.318	0	0	0	0.016	
24905202	CHEMBL1242293	0	0	0	0	0.628	0	0	0	0.031	
24905210	CHEMBL1240565	0	0	0	0	0.243	0	0	0	0.012	
24905212	SureCN14574865	0	0	0	0	0.078	0	0	0	0.004	
24905289	CHEMBL1242109	0	0	0	0	0.014	0	0	0	0.001	
24905294	CHEMBL1242201	0	0	0	0	0.659	0	0	0	0.033	
24905295	CHEMBL1241484	0	0	0	0	0.488	0	0	0	0.024	
24905300	CHEMBL1241676	0	0	0	0	0.692	0	0	0	0.035	
24905302	CHEMBL1242568	0	0	0	0	0.313	0	0	0	0.016	
24905315	CHEMBL1242656	0	0	0	0	0.524	0	0	0	0.026	
24905316	CHEMBL1242202	0	0	0	0	0.702	0	0	0	0.035	
24905317	CHEMBL1241678	0	0	0	0	0.639	0	0	0	0.032	
24905318	CHEMBL1241768	0	0	0	0	0.639	0	0	0	0.032	
24905325	CHEMBL1242566	0	0	0	0	0.415	0	0	0	0.021	
24905326	CHEMBL1241580	0	0	0	0	0.708	0	0	0	0.035	
24905327	CHEMBL1242750	0	0	0	0	0.235	0	0	0	0.012	
24905331	CHEMBL1241299	0	0	0	0	0.331	0	0	0	0.017	
24905332	CHEMBL1242287	0	0	0	0	0.897	0	0	0	0.045	
24905333	CHEMBL1242376	0	0	0	0	0.875	0	0	0	0.044	
24905336	CHEMBL1242286	0	0	0	0	0.855	0	0	0	0.043	
24905709	SureCN4474827	0	0	0	0	0.81	0	0	0	0.041	
24905761	CHEBI:567760	0	0	0	0	0.895	0	0	0	0.045	
24906066	CHEBI:567841	0	0	0	0	0.323	0	0	0	0.016	
24906109	CHEBI:567845	0	0	0	0	0.206	0	0	0	0.01	
24936050	pyrazolo pyrimidine	 28	0	0	0	0	0.329	0	0	0	0.016	
24936082	CHEBI:523163	0	0	0	0	0.762	0	0	0	0.038	
24937010	SureCN2467346	0	0	0	0	0.249	0	0	0	0.012	
24937369	Pyrido[2	3-d]pyrimidin-5-one	 18a	0	0	0	0	0.375	0	0	0	0.019	
24937370	Pyrido[2	3-d]pyrimidin-5-one	 18b	0	0	0	0	0.722	0	0	0	0.036	
24937495	Pyrido[2	3-d]pyrimidin-5-one	 18c	0	0	0	0	0.799	0	0	0	0.04	
24937497	Pyrido[2	3-d]pyrimidin-5-one	 17e	0	0	0	0	0.582	0	0	0	0.029	
24937622	Pyrido[2	3-d]pyrimidin-5-one	 31	0	0	0	0	0.774	0	0	0	0.039	
24937637	SureCN3624990	0	0	0	0	0.423	0	0	0	0.021	
24937746	Pyrido[2	3-d]pyrimidin-5-one	 34	0	0	0	0	0.472	0	0	0	0.024	
24937877	Pyrido[2	3-d]pyrimidin-5-one	 29	0	0	0	0	0.561	0	0	0	0.028	
24938120	Pyrido[2	3-d]pyrimidin-5-one	 35	0	0	0	0	0.63	0	0	0	0.032	
24944519	SureCN4171266	0	0	0	0	0.566	0	0	0	0.028	
24944522	SureCN369408	0	0	0	0	0.759	0	0	0	0.038	
24944855	CHEBI:704096	0	0	0	0	0.016	0	0	0	0.001	
24948938	SureCN11341643	0	0	0	0	0.944	0	0	0	0.047	
24949091	SureCN11343199	0	0	0	0	0.45	0	0	0	0.022	
24949092	SureCN4240838	0	0	0	0	0.344	0	0	0	0.017	
24949093	SureCN4072155	0	0	0	0	0.458	0	0	0	0.023	
24949134	SureCN2579833	0	0	0	0	0.833	0	0	0	0.042	
24949247	SureCN12438096	0	0	0	0	0.486	0	0	0	0.024	
24949248	SureCN11348597	0	0	0	0	0.12	0	0	0	0.006	
24949292	SureCN2572786	0	0	0	0	0.955	0	0	0	0.048	
24949295	SureCN2578031	0	0	0	0	0.833	0	0	0	0.042	
24949296	CHEBI:1155466	0	0	0	0	0.887	0	0	0	0.044	
24949398	CHEMBL517943	0	0	0	0	0.263	0	0	0	0.013	
24949399	SureCN4069157	0	0	0	0	0.86	0	0	0	0.043	
24949400	SureCN4459019	0	0	0	0	0.86	0	0	0	0.043	
24949401	SureCN4156724	0	0	0	0	0.344	0	0	0	0.017	
24949446	SureCN2579303	0	0	0	0	0.928	0	0	0	0.046	
24949545	GW770220A	0	0	0	0	0	0	0.161	0	0.12	
24949547	3-aminobenzene sulfonamide	 12e	0	0	0	0	0	0	0.17	0	0.126	
24949606	SureCN2577753	0	0	0	0	0.833	0	0	0	0.042	
24949701	3-aminobenzene sulfonamide	 12d	0	0	0	0	0	0	0.132	0	0.098	
24949763	SureCN2577984	0	0	0	0	0.705	0	0	0	0.035	
24949922	SureCN2575901	0	0	0	0	0.822	0	0	0	0.041	
24950850	pentacyclic compound	 33	0	0	0	0	0.087	0	0	0	0.004	
24951007	pentacyclic compound	 36	0	0	0	0	0.691	0	0	0	0.035	
24955795	SureCN304442	0	0	0	0	0.306	0	0	0	0.015	
24956159	SureCN303539	0	0	0	0	0.647	0	0	0	0.032	
24963049	SureCN4595913	0	0	0	0	0.793	0	0	0	0.04	
24963232	SureCN2063157	0	0	0	0	0.389	0	0	0	0.019	
24963233	SureCN2064137	0	0	0	0	0.388	0	0	0	0.019	
24963248	CHEBI:1174304	0	0	0	0	0.334	0	0	0	0.017	
24963250	SureCN1528864	0	0	0	0	0.79	0	0	0	0.04	
24963251	SureCN1528894	0	0	0	0	0.891	0	0	0	0.045	
24963252	Iz-G	0	0	0	0	0.891	0	0	0	0.045	
24963578	SureCN2063072	0	0	0	0	0.816	0	0	0	0.041	
24963596	SureCN1528873	0	0	0	0	0.758	0	0	0	0.038	
24964624	MK-2206	0	0	0	0	0.483	0	0	0	0.024	
24965727	SureCN1528804	0	0	0	0	0.444	0	0	0	0.022	
24965728	SureCN1528946	0	0	0	0	0.573	0	0	0	0.029	
24965731	SureCN1528891	0	0	0	0	0.865	0	0	0	0.043	
24966075	SureCN1528908	0	0	0	0	0.865	0	0	0	0.043	
24966426	SureCN1528826	0	0	0	0	0.865	0	0	0	0.043	
24966428	SureCN1529059	0	0	0	0	0.691	0	0	0	0.035	
24967882	SureCN1528628	0	0	0	0	0.789	0	0	0	0.039	
24967884	SureCN1528835	0	0	0	0	0.509	0	0	0	0.025	
24967901	CHEBI:782750	0	0	0	0	0.481	0	0	0	0.024	
24968231	SureCN1528760	0	0	0	0	0.768	0	0	0	0.038	
24968572	SureCN1528793	0	0	0	0	0.924	0	0	0	0.046	
24968575	SureCN1528813	0	0	0	0	0.92	0	0	0	0.046	
24968590	SureCN4949066	0	0	0	0	0.263	0	0	0	0.013	
24968594	SureCN4944578	0	0	0	0	0.081	0	0	0	0.004	
24968751	CHEMBL64192	0	0	0	0	0.889	0	0	0	0.044	
24970497	SureCN5616863	0	0	0	0	0.708	0	0	0	0.035	
24971342	SureCN3926560	0	0	0	0	0.689	0	0	0	0.034	
24971382	pyrrolopyrimidine	 13d	0	0	0	0	0.264	0	0	0	0.013	
24971383	pyrrolopyrimidine	 13e	0	0	0	0	0.207	0	0	0	0.01	
24971384	pyrrolopyrimidine	 13f	0	0	0	0	0.708	0	0	0	0.035	
24971385	pyrrolopyrimidine	 13i	0	0	0	0	0.478	0	0	0	0.024	
24971408	isothiazole	 5i	0	0	0	0	0.902	0	0	0	0.045	
24971409	isothiazole	 5j	0	0	0	0	0.863	0	0	0	0.043	
24983254	SureCN974586	0	0	0	0	0.763	0	0	0	0.038	
24983298	SureCN973163	0	0	0	0	0.511	0	0	0	0.026	
24991569	SureCN3143789	0	0	0	0	0.78	0	0	0	0.039	
24991913	SureCN3151616	0	0	0	0	0.533	0	0	0	0.027	
24992842	SureCN1003864	0	0	0	0	0.71	0	0	0	0.035	
24992904	SureCN189505	0	0	0	0	0.148	0	0	0	0.007	
24993162	SureCN1000908	0	0	0	0	0.539	0	0	0	0.027	
24993163	x 3 - 7	0	0	0	0	0.438	0	0	0	0.022	
24993164	SureCN1003013	0	0	0	0	0.607	0	0	0	0.03	
24993483	SureCN8965289	0	0	0	0	0.451	0	0	0	0.023	
24993785	SureCN9010940	0	0	0	0	0.451	0	0	0	0.023	
24993787	SureCN8965422	0	0	0	0	0.087	0	0	0	0.004	
24994105	SureCN8965719	0	0	0	0	0.087	0	0	0	0.004	
24994106	SureCN8965672	0	0	0	0	0.362	0	0	0	0.018	
24994728	SureCN9009479	0	0	0	0	0.077	0	0	0	0.004	
24995040	SureCN8966808	0	0	0	0	0.56	0	0	0	0.028	
24995523	SNS-314	0	0	0	0	0.881	0	0	0	0.044	
24995525	CHEBI:611615	0	0	0	0	0.253	0	0	0	0.013	
24995659	SureCN1479329	0	0	0	0	0.573	0	0	0	0.029	
24995663	SureCN8966483	0	0	0	0	0.656	0	0	0	0.033	
24996161	07 U	0	0	0	0	0.565	0	0	0	0.028	
25014511	SureCN4442180	0	0	0	0	0.651	0	0	0	0.033	
25014596	SureCN5126492	0	0	0	0	0.261	0	0	0	0.013	
25014598	SureCN5129289	0	0	0	0	0.626	0	0	0	0.031	
25014684	SureCN4439997	0	0	0	0	0.784	0	0	0	0.039	
25014760	SureCN4431795	0	0	0	0	0.3	0	0	0	0.015	
25014762	SureCN4442193	0	0	0	0	0.139	0	0	0	0.007	
25014843	SureCN4554497	0	0	0	0	0.201	0	0	0	0.01	
25014844	SureCN5129009	0	0	0	0	0.893	0	0	0	0.045	
25014846	SureCN4554404	0	0	0	0	0.791	0	0	0	0.04	
25014936	SureCN5131666	0	0	0	0	0.821	0	0	0	0.041	
25015025	SureCN4435500	0	0	0	0	0.928	0	0	0	0.046	
25015026	SureCN4554464	0	0	0	0	0.421	0	0	0	0.021	
25015027	SureCN4430398	0	0	0	0	0.864	0	0	0	0.043	
25015107	SureCN4553093	0	0	0	0	0.519	0	0	0	0.026	
25015411	SureCN5131922	0	0	0	0	0.835	0	0	0	0.042	
25015412	SureCN4554442	0	0	0	0	0.415	0	0	0	0.021	
25015556	SureCN4432097	0	0	0	0	0.884	0	0	0	0.044	
25015691	SureCN4441410	0	0	0	0	0.764	0	0	0	0.038	
25015692	SureCN4429028	0	0	0	0	0.736	0	0	0	0.037	
25015693	SureCN4442476	0	0	0	0	0.665	0	0	0	0.033	
25015694	SureCN5126643	0	0	0	0	0.898	0	0	0	0.045	
25015695	SureCN4554341	0	0	0	0	0.898	0	0	0	0.045	
25020250	SureCN1424131	0	0	0	0	0.618	0	0	0	0.031	
25020308	SureCN1424196	0	0	0	0	0.732	0	0	0	0.037	
25023715	GW876790X	0	0	0	0	0.231	0	0	0	0.012	
25023717	SB-759335B	0	0	0	0	0.361	0	0	0	0.018	
25023718	oxadiazole-containing compound	 6	0	0	0	0	0.665	0	0	0	0.033	
25023719	oxadiazole-containing compound	 8	0	0	0	0	0.665	0	0	0	0.033	
25023738	BI-D1870	0	0	0	0	0.746	0	0	0	0.037	
25023767	benzo[1	4]oxazin-3-one	 10o	0	0	0	0	0.059	0	0	0	0.003	
25023768	benzo[1	4]oxazin-3-one	 10q	0	0	0	0	0.731	0	0	0	0.037	
25023769	benzo[1	4]oxazin-3-one	 10r	0	0	0	0	0.599	0	0	0	0.03	
25023770	benzo[1	4]oxazin-3-one	 10s	0	0	0	0	0.122	0	0	0	0.006	
25023834	SureCN12786964	0	0	0	0	0.935	0	0	0	0.047	
25023835	CHEMBL236928	0	0	0	0	0.862	0	0	0	0.043	
25026090	CHEBI:712018	0	0	0	0	0.749	0	0	0	0.037	
25026285	SureCN310854	0	0	0	0	0.895	0	0	0	0.045	
25026288	CHEBI:711726	0	0	0	0	0.218	0	0	0	0.011	
25026491	CHEBI:711799	0	0	0	0	0.929	0	0	0	0.046	
25026493	CHEBI:711955	0	0	0	0	0.743	0	0	0	0.037	
25026495	CHEBI:711956	0	0	0	0	0.778	0	0	0	0.039	
25026689	CHEBI:711954	0	0	0	0	0.807	0	0	0	0.04	
25026690	CHEBI:711864	0	0	0	0	0.727	0	0	0	0.036	
25026692	CHEBI:712090	0	0	0	0	0.817	0	0	0	0.041	
25030803	SureCN1778390	0	0	0	0	0.852	0	0	0	0.043	
25032700	CHEBI:523087	0	0	0	0	0.295	0	0	0	0.015	
25032963	SureCN1853549	0	0	0	0	0.157	0	0	0	0.008	
25033539	CC350	0	0	0	0	0.89	0	0	0	0.044	
25052767	SureCN3638251	0	0	0	0	0.178	0	0	0	0.009	
25052783	SureCN1853703	0	0	0	0	0.639	0	0	0	0.032	
25053592	CHEBI:550201	0	0	0	0	0.609	0	0	0	0.03	
25054599	SureCN308057	0	0	0	0	0.229	0	0	0	0.011	
25054600	SureCN306370	0	0	0	0	0.229	0	0	0	0.011	
25054601	SureCN898268	0	0	0	0	0.229	0	0	0	0.011	
25055344	CHEBI:728745	0	0	0	0	0.514	0	0	0	0.026	
25059576	SureCN3616014	0	0	0	0	0.371	0	0	0	0.019	
25059579	SureCN379990	0	0	0	0	0.235	0	0	0	0.012	
25060092	SureCN3615421	0	0	0	0	0.172	0	0	0	0.009	
25060094	SureCN3620746	0	0	0	0	0.13	0	0	0	0.007	
25060357	SureCN3620954	0	0	0	0	0.307	0	0	0	0.015	
25060358	SureCN3625477	0	0	0	0	0.343	0	0	0	0.017	
25060359	SureCN3620903	0	0	0	0	0.813	0	0	0	0.041	
25060362	SureCN3622677	0	0	0	0	0.437	0	0	0	0.022	
25060408	SureCN4745164	0	0	0	0	0.556	0	0	0	0.028	
25060409	SureCN4741692	0	0	0	0	0.81	0	0	0	0.041	
25060410	SureCN4742816	0	0	0	0	0.81	0	0	0	0.041	
25060411	SureCN4745272	0	0	0	0	0.957	0	0	0	0.048	
25060630	SureCN3623260	0	0	0	0	0.703	0	0	0	0.035	
25060634	SureCN3620697	0	0	0	0	0.634	0	0	0	0.032	
25060675	SureCN4741779	0	0	0	0	0.864	0	0	0	0.043	
25060677	CHEBI:717634	0	0	0	0	0.073	0	0	0	0.004	
25060877	SureCN3609593	0	0	0	0	0.523	0	0	0	0.026	
25061133	SureCN3621253	0	0	0	0	0.116	0	0	0	0.006	
25061685	CHEBI:717202	0	0	0	0	0.065	0	0	0	0.003	
25062498	CHEBI:717564	0	0	0	0	0.138	0	0	0	0.007	
25063021	CHEBI:717783	0	0	0	0	0.169	0	0	0	0.008	
25063025	CHEBI:717699	0	0	0	0	0.459	0	0	0	0.023	
25064073	SureCN2696634	0	0	0	0	0.572	0	0	0	0.029	
25064093	SureCN3580940	0	0	0	0	0.453	0	0	0	0.023	
25064324	SureCN3584685	0	0	0	0	0.292	0	0	0	0.015	
25064527	SureCN3579755	0	0	0	0	0.808	0	0	0	0.04	
25064531	SureCN3586368	0	0	0	0	0.38	0	0	0	0.019	
25064743	SureCN3580647	0	0	0	0	0.409	0	0	0	0.02	
25064744	SureCN3575684	0	0	0	0	0.409	0	0	0	0.02	
25064951	SureCN3577682	0	0	0	0	0.533	0	0	0	0.027	
25065155	SureCN3583908	0	0	0	0	0.672	0	0	0	0.034	
25065157	SureCN3586260	0	0	0	0	0.364	0	0	0	0.018	
25065561	SureCN3570153	0	0	0	0	0.812	0	0	0	0.041	
25065806	SureCN4139760	0	0	0	0	0.699	0	0	0	0.035	
25065992	SureCN3584974	0	0	0	0	0.247	0	0	0	0.012	
25066206	SureCN3569274	0	0	0	0	0.696	0	0	0	0.035	
25066411	SureCN3587914	0	0	0	0	0.773	0	0	0	0.039	
25066412	SureCN3575206	0	0	0	0	0.778	0	0	0	0.039	
25066413	SureCN3580312	0	0	0	0	0.902	0	0	0	0.045	
25066414	SureCN3583858	0	0	0	0	0.834	0	0	0	0.042	
25066415	SureCN3582763	0	0	0	0	0.525	0	0	0	0.026	
25066416	SureCN3577594	0	0	0	0	0.82	0	0	0	0.041	
25066617	SureCN3583415	0	0	0	0	0.769	0	0	0	0.038	
25066619	SureCN3577095	0	0	0	0	0.728	0	0	0	0.036	
25066842	CHEMBL1823124	0	0	0	0	0.701	0	0	0	0.035	
25068614	CHEMBL1928673	0	0	0	0	0.216	0	0	0	0.011	
25070296	SureCN14372625	0	0	0	0	0.343	0	0	0	0.017	
25070617	CHEBI:494834	0	0	0	0	0.628	0	0	0	0.031	
25070619	CHEBI:494833	0	0	0	0	0.178	0	0	0	0.009	
25071516	SureCN4439937	0	0	0	0	0.609	0	0	0	0.03	
25093235	SR-3677	0	0	0	0	0.066	0	0	0	0.003	
25093236	pyrazole-phenyl	 10	0	0	0	0	0.509	0	0	0	0.025	
25093237	pyrazole-phenyl	 11	0	0	0	0	0.735	0	0	0	0.037	
25093240	Dihydropyrimidine	 20	0	0	0	0	0.057	0	0	0	0.003	
25093241	Dihydropyrimidine	 27	0	0	0	0	0.72	0	0	0	0.036	
25093242	Dihydropyrimidine	 28	0	0	0	0	0.809	0	0	0	0.04	
25093451	imidazothienopyrazine	 22i	0	0	0	0	0.023	0	0	0	0.001	
25095744	CHEMBL2037024	0	0	0	0	0.267	0	0	0	0.013	
25095999	CHEMBL2037025	0	0	0	0	0.267	0	0	0	0.013	
25096016	SureCN2457919	0	0	0	0	0.893	0	0	0	0.045	
25096019	SureCN2458831	0	0	0	0	0.719	0	0	0	0.036	
25096020	SureCN2455728	0	0	0	0	0.696	0	0	0	0.035	
25096277	SureCN2458380	0	0	0	0	0.526	0	0	0	0.026	
25096279	SureCN2458674	0	0	0	0	0.776	0	0	0	0.039	
25097027	SureCN2461509	0	0	0	0	0.646	0	0	0	0.032	
25099184	AZ960	0	0	0	0	0.692	0	0	0	0.035	
25102938	CHEBI:713813	0	0	0	0	0.635	0	0	0	0.032	
25104740	CHEBI:713878	0	0	0	0	0.021	0	0	0	0.001	
25107845	SureCN829643	0	0	0	0	0.152	0	0	0	0.008	
25113038	CHEMBL2147550	0	0	0	0	0.6	0	0	0	0.03	
25113039	CHEMBL2147539	0	0	0	0	0.345	0	0	0	0.017	
25113050	SureCN3325579	0	0	0	0	0.606	0	0	0	0.03	
25113168	3efw	0	0	0	0	0.306	0	0	0	0.015	
25113170	3ekn	0	0	0	0	0.046	0	0	0	0.002	
25113180	3f5p	0	0	0	0	0.904	0	0	0	0.045	
25113874	SureCN1777851	0	0	0	0	0.429	0	0	0	0.021	
25113875	SureCN1780018	0	0	0	0	0.935	0	0	0	0.047	
25114551	SureCN3671176	0	0	0	0	0.851	0	0	0	0.043	
25114553	SureCN3669049	0	0	0	0	0.856	0	0	0	0.043	
25118219	SureCN3669180	0	0	0	0	0.073	0	0	0	0.004	
25118220	LHJ	0	0	0	0	0.057	0	0	0	0.003	
25118568	SureCN3636158	0	0	0	0	0.218	0	0	0	0.011	
25118571	SureCN3668926	0	0	0	0	0.178	0	0	0	0.009	
25119294	SureCN3632376	0	0	0	0	0.057	0	0	0	0.003	
25119643	SureCN3666688	0	0	0	0	0.519	0	0	0	0.026	
25119991	SureCN3632611	0	0	0	0	0.057	0	0	0	0.003	
25124153	CHEMBL2012891	0	0	0	0	0.568	0	0	0	0.028	
25124154	CHEMBL2012900	0	0	0	0	0.267	0	0	0	0.013	
25124155	CHEMBL2012890	0	0	0	0	0.079	0	0	0	0.004	
25124477	CHEMBL2012892	0	0	0	0	0.568	0	0	0	0.028	
25125162	CHEMBL2012895	0	0	0	0	0.505	0	0	0	0.025	
25125842	CHEMBL2012894	0	0	0	0	0.505	0	0	0	0.025	
25127414	SureCN467860	0	0	0	0	0.778	0	0	0	0.039	
25130481	benzimidazole scaffold	 2	0	0	0	0	0.547	0	0	0	0.027	
25130482	benzimidazole scaffold	 3	0	0	0	0	0.703	0	0	0	0.035	
25130483	benzimidazole scaffold	 4	0	0	0	0	0.3	0	0	0	0.015	
25132384	SureCN2600935	0	0	0	0	0.227	0	0	0	0.011	
25133018	SureCN3294166	0	0	0	0	0.839	0	0	0	0.042	
25137969	furan-based compound	 12	0	0	0	0	0.777	0	0	0	0.039	
25137970	pyrrole-based compound	 13	0	0	0	0	0.822	0	0	0	0.041	
25137971	furan-based compound	 14	0	0	0	0	0.898	0	0	0	0.045	
25137972	furan-based compound	 15	0	0	0	0	0.836	0	0	0	0.042	
25137973	furan-based compound	 16	0	0	0	0	0.131	0	0	0	0.007	
25137974	SB-699393	0	0	0	0	0.779	0	0	0	0.039	
25138102	thieno[3	2-d]pyrimidine analogue	 9	0	0	0	0	0.104	0	0	0	0.005	
25138110	thieno[3	2-d]pyrimidine analogue	 18	0	0	0	0	0.034	0	0	0	0.002	
25141167	CHEBI:450012	0	0	0	0	0.688	0	0	0	0.034	
25144294	CHEMBL1739550	0	0	0	0	0.623	0	0	0	0.031	
25144582	SureCN12588175	0	0	0	0	0.852	0	0	0	0.043	
25144732	CTK8B9475	0	0	0	0	0.838	0	0	0	0.042	
25145005	CHEBI:1162281	0	0	0	0	0.931	0	0	0	0.047	
25145142	CHEBI:1162276	0	0	0	0	0.523	0	0	0	0.026	
25145143	CHEBI:1162272	0	0	0	0	0.679	0	0	0	0.034	
25145144	CHEBI:810144	0	0	0	0	0.887	0	0	0	0.044	
25145145	CHEBI:1162278	0	0	0	0	0.688	0	0	0	0.034	
25145146	CHEBI:1162273	0	0	0	0	0.783	0	0	0	0.039	
25145147	CHEBI:1162274	0	0	0	0	0.587	0	0	0	0.029	
25145280	CHEBI:1162277	0	0	0	0	0.523	0	0	0	0.026	
25145281	CHEBI:1162270	0	0	0	0	0.679	0	0	0	0.034	
25145282	CHEBI:1162271	0	0	0	0	0.783	0	0	0	0.039	
25145718	CHEBI:810244	0	0	0	0	0.894	0	0	0	0.045	
25151216	CHEBI:731332	0	0	0	0	0.49	0	0	0	0.025	
25153410	CHEBI:731456	0	0	0	0	0.852	0	0	0	0.043	
25153621	CHEBI:731218	0	0	0	0	0.909	0	0	0	0.045	
25153624	CHEBI:1163801	0	0	0	0	0.896	0	0	0	0.045	
25153836	CHEBI:731458	0	0	0	0	0.781	0	0	0	0.039	
25153837	CHEBI:731457	0	0	0	0	0.82	0	0	0	0.041	
25154041	CC 66	0	0	0	0	0.904	0	0	0	0.045	
25154436	CHEMBL2035053	0	0	0	0	0.301	0	0	0	0.015	
25154892	SureCN3232097	0	0	0	0	0.162	0	0	0	0.008	
25157326	SureCN886032	0	0	0	0	0.431	0	0	0	0.022	
25157614	SureCN885817	0	0	0	0	0.086	0	0	0	0.004	
25166905	SureCN1722902	0	0	0	0	0.651	0	0	0	0.033	
25167107	CHEBI:520293	0	0	0	0	0.406	0	0	0	0.02	
25167905	CHEMBL402902	0	0	0	0	0.973	0	0	0	0.049	
25169784	SureCN3077857	0	0	0	0	0.731	0	0	0	0.037	
25169786	CHEMBL1928537	0	0	0	0	0.274	0	0	0	0.014	
25170003	SureCN3076307	0	0	0	0	0.521	0	0	0	0.026	
25170410	SureCN3069693	0	0	0	0	0.413	0	0	0	0.021	
25170562	SureCN926377	0	0	0	0	0.87	0	0	0	0.043	
25170563	SureCN925542	0	0	0	0	0.924	0	0	0	0.046	
25170991	SureCN925332	0	0	0	0	0.963	0	0	0	0.048	
25171641	SureCN3069700	0	0	0	0	0.105	0	0	0	0.005	
25171642	SureCN3077388	0	0	0	0	0.237	0	0	0	0.012	
25171644	SureCN3069760	0	0	0	0	0.806	0	0	0	0.04	
25171852	CHEMBL1928545	0	0	0	0	0.209	0	0	0	0.01	
25171855	SureCN3083639	0	0	0	0	0.536	0	0	0	0.027	
25171856	SureCN3074375	0	0	0	0	0.585	0	0	0	0.029	
25171857	SureCN3064592	0	0	0	0	0.722	0	0	0	0.036	
25172061	SureCN3080146	0	0	0	0	0.237	0	0	0	0.012	
25172062	SureCN3081786	0	0	0	0	0.672	0	0	0	0.034	
25172063	SureCN3083632	0	0	0	0	0.455	0	0	0	0.023	
25172065	SureCN3076645	0	0	0	0	0.549	0	0	0	0.027	
25172270	SureCN3075929	0	0	0	0	0.944	0	0	0	0.047	
25172271	SureCN3071094	0	0	0	0	0.117	0	0	0	0.006	
25172272	SureCN3070375	0	0	0	0	0.635	0	0	0	0.032	
25172477	SureCN3076642	0	0	0	0	0.778	0	0	0	0.039	
25172479	SureCN3076576	0	0	0	0	0.636	0	0	0	0.032	
25172661	SureCN3073438	0	0	0	0	0.733	0	0	0	0.037	
25172662	SureCN3075896	0	0	0	0	0.425	0	0	0	0.021	
25172663	SureCN3069609	0	0	0	0	0.425	0	0	0	0.021	
25172664	SureCN3076783	0	0	0	0	0.024	0	0	0	0.001	
25172665	SureCN3077872	0	0	0	0	0.052	0	0	0	0.003	
25172666	CHEMBL1928730	0	0	0	0	0.223	0	0	0	0.011	
25174101	1 AU	0	0	0	0	0.874	0	0	0	0.044	
25175157	SureCN545607	0	0	0	0	0	0	0.047	0	0.035	
25175326	SureCN546062	0	0	0	0	0	0	0.054	0	0.04	
25178327	CHEBI:553783	0	0	0	0	0.744	0	0	0	0.037	
25178538	CHEBI:553860	0	0	0	0	0.598	0	0	0	0.03	
