uniprot_ID	aliase
P48730	AAC50807.1
P48730	AAC50808.1
Q99683	AAC50894.1
Q99755	AAC50910.1
Q99755	AAC50911.1
Q99755	AAC50912.1
Q99755	AAC50913.1
Q92772	AAC50918.1
Q13535	AAC50929.1
Q13627	AAC50939.1
Q99640	AAC50949.1
P52333	AAC50950.1
P10721	AAC50968.1
P10721	AAC50969.1
Q9UM73	AAC51104.1
Q15759	AAC51250.1
Q13315	AAC51298.1
Q16620	AAC51371.1
Q15759	AAC51373.1
O15264	AAC51374.1
O15111	AAC51662.1
O15111	AAC51671.1
P09619	AAC51675.1
O14757	AAC51736.1
O15264	AAC51758.1
P49760	AAC51817.1
O15530	AAC51825.1
O14920	AAC51860.1
P78527	AAC52019.2
P54819	AAC52061.1
O00311	AAC52080.1
P08581	AAC60383.1
P42679	AAC60645.1
O75956	AAC61745.1
Q16875	AAC62000.1
P06732	AAC62841.1
P42679	AAC62843.1
O14965	AAC63902.1
Q9H422	AAC64294.1
Q13705	AAC64515.1
O14920	AAC64675.1
O75676	AAC67395.1
P49841	AAC69340.1
Q9UQ88	AAC72083.1
Q9UQ88	AAC72084.1
Q9UQ88	AAC72085.1
Q9UQ88	AAC72086.1
Q9UQ88	AAC72087.1
Q9UQ88	AAC72088.1
Q9UQ88	AAC72089.1
Q9UQ88	AAC72090.1
Q9UQ88	AAC72091.1
Q9UQ88	AAC72092.1
Q9UQ88	AAC72093.1
Q9UQ88	AAC72094.1
Q9UEW8	AAC72238.1
Q96RR4	AAC72943.1
Q9UQB9	AAC77369.1
O14519	AAC77831.1
P51812	AAC82495.1
Q15349	AAC82496.1
Q15418	AAC82497.1
O96017	AAC83693.1
Q9UQ88	AAC95297.1
Q9UQ88	AAC95298.1
Q9UQ88	AAC95299.1
Q9UQ88	AAC95300.1
Q9UQ88	AAC95302.1
Q9UQ88	AAC95303.1
Q13233	AAC97073.1
P00749	AAC97138.1
Q15835	AAC97161.1
Q16288	AAC97478.1
Q96GD4	AAC98891.1
Q9Y478	AAC98897.1
Q13554	AAC99802.1
Q9NYY3	AAD00575.1
Q9Y478	AAD00625.1
O96013	AAD01210.1
Q9UEW8	AAD01901.1
P54762	AAD02030.1
P54762	AAD02031.1
P36897	AAD02042.1
Q13554	AAD03743.1
Q13554	AAD03744.1
Q96RR4	AAD04566.1
O95382	AAD05304.1
Q16875	AAD08818.1
Q02156	AAD08855.1
O15111	AAD08996.1
O14920	AAD08997.1
Q16644	AAD09136.1
Q9Y478	AAD09237.1
Q8IWQ3	AAD09654.1
O96017	AAD11784.1
P49840	AAD11986.1
P05771	AAD13852.1
P11802	AAD13991.1
P00519	AAD14034.1
P16066	AAD14112.1
Q03405	AAD14289.1
P35590	AAD14299.1
P21802	AAD14392.1
P15056	AAD15551.1
Q15746	AAD15921.2
Q15746	AAD15922.1
Q15746	AAD15923.1
Q15746	AAD15924.1
O95819	AAD16137.1
O95835	AAD16882.1
Q03405	AAD17387.1
Q03405	AAD17388.1
Q03405	AAD17389.1
Q9NZJ5	AAD19961.1
Q13557	AAD20442.1
Q9UBS0	AAD20990.1
Q9HBH9	AAD21217.1
P52333	AAD22741.1
O15264	AAD23377.1
Q16875	AAD23989.1
Q9Y243	AAD24196.1
Q9Y6M4	AAD26525.1
Q9Y6M4	AAD26526.1
Q9Y2U5	AAD28547.1
Q9Y243	AAD29089.1
Q9UQM7	AAD30558.1
Q9UQM7	AAD30559.1
Q13627	AAD31169.1
Q96RR4	AAD31507.1
P21802	AAD31560.1
P21802	AAD31561.1
P21802	AAD31562.1
P21802	AAD31565.1
P21802	AAD31567.1
Q8TD19	AAD31936.1
Q8TD19	AAD31938.1
Q8TD19	AAD31939.1
Q8TD19	AAD31940.1
P46019	AAD32846.1
Q9Y5S2	AAD37506.1
Q9Y572	AAD39005.1
Q9Y616	AAD40879.1
O00141	AAD41091.1
Q9UBU7	AAD41911.1
Q13554	AAD42035.1
Q13554	AAD42036.1
Q13554	AAD42037.1
Q13554	AAD42038.1
Q9Y6E0	AAD42039.1
Q13554	AAD42070.1
Q96PY6	AAD42879.1
Q9NWZ3	AAD42884.1
Q13131	AAD43027.1
P15056	AAD43193.1
P21709	AAD43440.1
O43683	AAD43675.1
Q9UBU7	AAD45357.1
Q9UL54	AAD45616.1
Q9UBS0	AAD46063.1
O96017	AAD48504.1
P49841	AAD48517.1
O95835	AAD50272.1
Q15746	AAD51380.1
Q15746	AAD51381.1
Q15746	AAD54017.1
Q15746	AAD54018.1
Q15746	AAD54019.1
Q14004	AAD54514.1
Q9UQM7	AAD55815.1
Q9UBE8	AAD56013.1
P16066	AAF01340.1
Q9UKI8	AAF03094.1
Q86UE8	AAF03095.1
Q9UGJ0	AAF03528.2
Q9UKE5	AAF03782.1
Q9UKE5	AAF03783.1
Q9UKE5	AAF03784.1
Q9UKE5	AAF03785.1
Q9UKE5	AAF03786.1
Q9UKE5	AAF03787.1
Q9UKE5	AAF03788.1
Q9UKE5	AAF03789.1
Q9UBE8	AAF04857.1
Q9UHD2	AAF05989.1
Q9HBY8	AAF12757.2
P19525	AAF13156.1
Q9UK32	AAF13190.1
Q9H2K8	AAF14559.1
Q9Y463	AAF15893.1
Q9HBH9	AAF17226.1
Q9BQI3	AAF18391.1
Q8IVH8	AAF19240.1
O94921	AAF19245.1
Q9H2K8	AAF25817.1
P22455	AAF27432.1
O43318	AAF27652.1
O14965	AAF29508.1
P04626	AAF30295.1
Q9H4A3	AAF31483.1
P06239	AAF34794.1
Q9BZL6	AAF36107.1
Q8IVW4	AAF36509.1
Q16539	AAF36770.1
O15264	AAF36772.1
Q9UPZ9	AAF37278.1
P21802	AAF43273.1
P21802	AAF43274.1
Q9NZJ5	AAF61199.1
Q9NYY3	AAF62897.1
P22607	AAF63380.1
Q9NYL2	AAF63490.1
Q9Y2U5	AAF63496.1
Q6XUX3	AAF65505.1
Q9NYL2	AAF65822.1
P08581	AAF66137.2
Q5VT25	AAF66437.1
Q9BQI3	AAF66736.1
O75914	AAF67008.1
Q9UHD2	AAF69106.1
Q96KB5	AAF69107.1
Q9BQI3	AAF70289.1
Q8NEV4	AAF70861.1
Q9BQI3	AAF71057.1
Q9UKI8	AAF71263.1
Q96KB5	AAF71521.1
Q03405	AAF71751.1
Q9P0L2	AAF72103.1
P50750	AAF72183.1
Q9NYA1	AAF73423.1
Q9NYA1	AAF73470.1
Q9UGI9	AAF73987.1
Q9NRA0	AAF74124.1
Q13418	AAF74449.1
P17612	AAF75622.1
P17612	AAF76426.1
Q9NRM7	AAF80561.1
Q9NQU5	AAF82800.1
P21860	AAF86628.1
Q9NRH2	AAF86944.1
Q9Y243	AAF91073.1
Q9NR20	AAF91393.1
Q9NZJ5	AAF91480.1
Q9NRP7	AAF97028.1
Q15831	AAF97257.1
Q9NYA1	AAG01980.1
Q9H2K8	AAG09131.1
Q9BQI3	AAG09683.1
Q9HAZ1	AAG10074.1
Q9HC98	AAG13417.1
P41279	AAG13454.1
P55263	AAG13958.1
Q9HBY8	AAG17012.1
O96017	AAG17218.1
P35590	AAG17219.1
P48729	AAG17246.1
Q8N4C8	AAG17275.1
O75716	AAG23728.1
Q5TCQ9	AAG24545.1
Q9H422	AAG25990.1
Q9HBH9	AAG26336.1
Q9HBH9	AAG26337.1
Q12866	AAG33129.1
Q9H2G2	AAG34908.1
Q9H2X6	AAG35710.1
P17612	AAG35720.1
P00533	AAG35786.1
P00533	AAG35787.1
P00533	AAG35788.1
P00533	AAG35789.1
P00533	AAG35790.1
Q9H2K8	AAG38501.1
Q7L7X3	AAG38502.1
Q9UL54	AAG38503.1
Q9H2X6	AAG41236.1
O94921	AAG43234.1
P00533	AAG43240.1
P00533	AAG43243.1
P00533	AAG43244.1
P00533	AAG43245.1
Q9UPZ9	AAG43364.1
P29320	AAG43576.1
P29320	AAG43577.1
Q5TCQ9	AAG43837.1
P80192	AAG44591.1
Q9BRS2	AAG44659.1
Q15835	AAG50439.1
P17252	AAG6
P48736	AAG61115.1
Q16539	AAH00092.1
Q9UBS0	AAH00094.3
Q9HC98	AAH00101.2
P42679	AAH00114.1
P27361	AAH00205.1
P49841	AAH00251.1
P36896	AAH00254.1
Q07002	AAH00281.2
Q96RR4	AAH00318.2
P54619	AAH00358.1
O15264	AAH00433.1
Q96GD4	AAH00442.3
P36507	AAH00471.1
P31749	AAH00479.1
P33981	AAH00633.1
O14976	AAH00816.1
P50613	AAH00834.1
Q9BVS4	AAH00953.1
Q9Y478	AAH01007.1
Q00536	AAH01048.1
Q9Y478	AAH01056.1
Q16854	AAH01121.2
P51570	AAH01166.1
O00141	AAH01263.1
O14965	AAH01280.1
Q9NYL2	AAH01401.1
Q13418	AAH01554.1
P60891	AAH01605.1
O15264	AAH01641.1
P43405	AAH01645.1
Q16644	AAH01662.1
P31749	AAH01737.1
Q9Y478	AAH01823.1
P23919	AAH01827.1
P35557	AAH01890.1
P50750	AAH01968.1
Q15349	AAH02363.1
P53350	AAH02369.1
P10398	AAH02466.1
O14965	AAH02499.1
P15735	AAH02541.1
P49761	AAH02555.1
O75716	AAH02618.1
P21860	AAH02706.1
Q9BUB5	AAH02755.1
Q9H2K8	AAH02756.1
O95835	AAH02767.1
Q03405	AAH02788.1
O75956	AAH02850.1
O96013	AAH02921.1
P43405	AAH02962.1
P53350	AAH03002.1
P24941	AAH03065.1
P42679	AAH03109.1
P42338	AAH03393.1
P48730	AAH03558.1
P55263	AAH03568.1
P11802	AAH03644.1
Q9NYA1	AAH04112.2
Q9HC98	AAH04174.2
O14757	AAH04202.1
O96017	AAH04207.1
Q9HC98	AAH04209.2
P07949	AAH04257.1
P54760	AAH04264.1
O15264	AAH04428.1
O43353	AAH04553.1
Q00535	AAH05115.1
Q13043	AAH05231.1
P50613	AAH05298.1
Q92630	AAH05809.1
Q15119	AAH05811.1
P11802	AAH05864.1
P49761	AAH06103.1
Q9BRS2	AAH06104.2
Q9NRA0	AAH06161.1
O14920	AAH06231.1
P50053	AAH06233.1
P49760	AAH06274.2
O15530	AAH06339.2
Q92630	AAH06375.1
O14965	AAH06423.1
P04183	AAH06484.1
P49674	AAH06490.1
Q9BQI3	AAH06524.1
P51451	AAH07371.1
Q13164	AAH07404.1
P06732	AAH07462.1
P10398	AAH07514.1
Q16644	AAH07591.1
Q9H1R3	AAH07753.1
Q99755	AAH07833.1
O00506	AAH07852.1
P04183	AAH07872.1
Q15831	AAH07981.1
P04183	AAH07986.1
Q13164	AAH07992.1
Q05513	AAH08058.1
Q99759	AAH08336.1
P29317	AAH08655.1
O14976	AAH08668.1
P48729	AAH08717.1
O95747	AAH08726.1
Q7KZI7	AAH08771.2
P19784	AAH08812.1
Q13163	AAH08838.1
Q07912	AAH08884.1
Q96L34	AAH09049.1
P43250	AAH09277.1
Q8TD19	AAH09336.2
Q9P2K8	AAH09350.2
P54819	AAH09405.1
Q9NYA1	AAH09419.1
Q96GD4	AAH09751.1
Q13523	AAH09844.1
Q00536	AAH09852.2
Q13164	AAH09963.1
P11802	AAH10153.1
Q16644	AAH10407.1
Q13188	AAH10640.1
Q9NRA0	AAH10671.1
Q16584	AAH11263.1
O96013	AAH11368.1
P43405	AAH11399.1
Q07002	AAH11526.1
P12931	AAH11566.1
P68400	AAH11668.1
P22455	AAH11847.1
P52564	AAH12009.1
Q15208	AAH12085.1
O15530	AAH12103.1
Q2TB90	AAH12337.1
Q13131	AAH12622.1
P49841	AAH12760.1
Q9HC98	AAH12761.1
P53671	AAH13051.1
Q96D53	AAH13114.2
P06239	AAH13200.1
Q96GD4	AAH13300.2
Q9NWZ3	AAH13316.1
P00749	AAH13575.1
Q9H0K1	AAH13612.1
Q9H4A3	AAH13629.2
Q16288	AAH13693.1
Q9NYY3	AAH13879.1
Q9H4B4	AAH13899.1
P27361	AAH13992.1
P46019	AAH14036.1
Q9HBY8	AAH14037.3
Q14680	AAH14039.1
P49760	AAH14067.1
P29597	AAH14243.1
Q05513	AAH14270.1
Q9NYA1	AAH14439.1
P06493	AAH14563.1
P53350	AAH14846.1
Q15418	AAH14966.1
P11362	AAH15035.1
Q96PY6	AAH15147.1
P16234	AAH15186.1
Q96KB5	AAH15191.1
Q00536	AAH15607.1
O95835	AAH15665.1
P11802	AAH15669.1
P53778	AAH15741.1
Q16854	AAH15757.1
P48730	AAH15775.1
Q86UX6	AAH15792.2
O95382	AAH15914.1
Q15120	AAH15948.1
O94768	AAH16040.1
P27144	AAH16180.1
P22694	AAH16285.1
P51813	AAH16652.1
Q8TDC3	AAH16681.1
Q16566	AAH16695.2
O75956	AAH16704.1
Q9HCP0	AAH17236.2
Q9H093	AAH17306.1
Q8TDR2	AAH17340.2
O14757	AAH17575.1
Q9Y478	AAH17671.1
O43318	AAH17715.1
P28482	AAH17832.1
P04049	AAH18119.1
P11362	AAH18128.1
Q9HBH9	AAH18345.1
P36507	AAH18645.1
P78368	AAH18693.1
P78368	AAH18699.1
Q9Y463	AAH18751.1
Q13554	AAH19070.1
Q9UKE5	AAH19081.2
Q15831	AAH19334.1
P49761	AAH19881.1
P11309	AAH20224.1
Q9UGJ0	AAH20540.2
Q15078	AAH20580.1
P78368	AAH20972.1
Q13555	AAH21269.2
Q2TB90	AAH21278.1
P41743	AAH22016.3
P42338	AAH22049.1
Q9BXA7	AAH22515.1
Q9NWT8	AAH22808.1
P20594	AAH23017.1
Q9UEE5	AAH23508.2
P35558	AAH23978.1
Q16854	AAH24019.1
Q9BWU1	AAH24247.1
Q8IWQ3	AAH24291.1
O96013	AAH25282.1
Q9Y463	AAH25291.1
Q16566	AAH25687.1
Q96RR4	AAH26060.1
Q9NRP7	AAH26158.1
O14965	AAH27464.1
Q96D53	AAH27473.1
Q86Y07	AAH27854.1
Q15759	AAH27933.1
Q15375	AAH27940.1
P49840	AAH27984.1
Q9Y2H9	AAH27985.2
Q8TD08	AAH28034.1
O75676	AAH28079.1
P49759	AAH28149.1
Q07912	AAH28164.1
O43683	AAH28201.1
Q86Z02	AAH28408.1
Q8NG66	AAH28587.1
Q8TBX8	AAH28596.1
Q9Y2H1	AAH28603.1
Q8N752	AAH28723.1
Q13043	AAH29511.1
Q06418	AAH29925.2
Q13164	AAH30134.1
Q9NYA1	AAH30553.1
O94806	AAH30706.1
Q9BYT3	AAH31231.1
Q9NR20	AAH31244.1
P49759	AAH31549.1
Q16539	AAH31574.1
Q8N5S9	AAH31647.1
O43283	AAH31677.1
Q16620	AAH31835.1
P09619	AAH32224.1
P30530	AAH32229.1
P51451	AAH32413.1
P46734	AAH32478.1
P06241	AAH32496.1
P45984	AAH32539.1
Q9UKI8	AAH32657.1
O00418	AAH32665.1
P31751	AAH32709.1
Q13557	AAH32784.1
Q96NX5	AAH32787.1
P33981	AAH32858.1
Q8NEB9	AAH33004.1
Q00537	AAH33005.1
Q86Z02	AAH33012.1
Q96S53	AAH33085.1
P80192	AAH33197.1
O15530	AAH33494.1
Q93100	AAH33657.1
Q04771	AAH33867.1
Q13555	AAH34044.1
Q56UN5	AAH34417.1
Q8NE63	AAH34501.1
O96013	AAH34511.1
Q8N4C8	AAH34673.1
O14519	AAH34717.1
Q9UHD2	AAH34950.1
Q13523	AAH34969.1
Q8IYT8	AAH34988.1
P53779	AAH35057.1
P22694	AAH35058.1
P78362	AAH35214.1
P07332	AAH35357.1
Q05397	AAH35404.1
Q16659	AAH35492.1
Q02763	AAH35514.2
Q9Y6E0	AAH35578.1
Q9NQU5	AAH35596.1
P48736	AAH35683.1
Q9UPZ9	AAH35807.1
Q13882	AAH35843.1
Q9NSY1	AAH36021.1
O00444	AAH36023.1
P45985	AAH36032.1
Q9UBU7	AAH36045.1
Q86Z02	AAH36057.1
Q8NEV4	AAH36079.1
Q8IY84	AAH36422.1
P35790	AAH36471.1
P05771	AAH36472.1
Q14289	AAH36651.1
P35626	AAH36797.1
P29317	AAH37166.1
P24723	AAH37268.1
Q9BWU1	AAH37289.1
Q13131	AAH37303.1
P32189	AAH37549.1
Q96PF2	AAH37781.1
Q96PY6	AAH37790.1
P25098	AAH37963.1
Q9Y3S1	AAH37965.1
Q9NY57	AAH38238.1
P35590	AAH38239.1
Q96SB4	AAH38292.1
O14733	AAH38295.1
Q15569	AAH38448.1
P57059	AAH38504.1
P29322	AAH38796.1
Q96Q40	AAH38807.1
P17948	AAH39007.1
P43403	AAH39039.1
Q15118	AAH39158.1
P21802	AAH39243.2
O60674	AAH39695.1
O14730	AAH39729.1
P20794	AAH39825.1
P17612	AAH39846.1
P22612	AAH39888.1
Q16512	AAH40061.1
P27144	AAH40224.1
Q16654	AAH40239.1
Q15119	AAH40478.1
Q16875	AAH40482.1
P36896	AAH40531.1
P51817	AAH41073.1
Q8IVW4	AAH41799.1
P32189	AAH42421.1
Q14289	AAH42599.1
P37023	AAH42637.1
Q05655	AAH43350.1
Q8N5S9	AAH43487.1
Q96RG2	AAH43495.1
P51955	AAH43502.2
Q86UE8	AAH44925.2
Q86UX6	AAH45760.1
Q8TF76	AAH47457.1
P07333	AAH47521.1
Q9Y6M4	AAH47567.1
Q9UBU7	AAH47693.1
Q9UEE5	AAH47696.1
Q9H2G2	AAH47762.1
O00238	AAH47773.1
Q12851	AAH47865.1
Q9Y5S2	AAH47871.1
P05129	AAH47876.1
Q9H2G2	AAH47885.1
Q6XUX3	AAH48204.1
P07947	AAH48960.1
Q13131	AAH48980.1
Q06418	AAH49368.1
Q12852	AAH50050.1
Q15750	AAH50554.1
P12931	AAH51270.2
Q16816	AAH51327.1
P53779	AAH51731.1
Q06418	AAH51756.1
P49840	AAH51865.1
Q00534	AAH52264.1
P51955	AAH52807.1
P54753	AAH52968.1
Q13873	AAH52985.1
Q16832	AAH52998.1
P17252	AAH53321.1
P23443	AAH53365.1
P68400	AAH53532.1
P49760	AAH53603.1
Q6XUX3	AAH53627.1
Q8NEB9	AAH53651.1
P43403	AAH53878.1
O75716	AAH53998.1
Q99683	AAH54503.1
Q9Y616	AAH57800.1
Q13043	AAH58916.1
Q9BXU1	AAH59374.1
P07948	AAH59394.1
P45985	AAH60764.1
Q6XUX3	AAH60870.2
Q9NWT8	AAH62333.1
Q09013	AAH62553.1
P04629	AAH62580.1
Q9Y572	AAH62584.1
Q16513	AAH62620.1
Q13976	AAH62688.1
P51957	AAH63044.1
Q15119	AAH63137.1
P16066	AAH63304.1
P16234	AAH63414.1
Q96RG2	AAH63585.1
Q6P3R8	AAH63885.1
P09769	AAH64382.1
Q15746	AAH64420.2
P34947	AAH64506.1
Q16584	AAH64543.1
Q9UBE8	AAH64663.2
Q9H2G2	AAH64804.1
Q9HBY8	AAH65511.1
P53779	AAH65516.1
Q9HAZ1	AAH65732.1
P42684	AAH65912.1
P51955	AAH65932.1
P27144	AAH66944.1
Q15569	AAH67130.1
Q8TCT0	AAH67255.1
P27037	AAH67417.1
P27037	AAH67418.1
P29323	AAH67861.1
P78362	AAH68547.1
P07948	AAH68551.1
Q9UGJ0	AAH68598.1
Q9Y616	AAH69388.1
Q13177	AAH69613.1
Q9H1R3	AAH69627.1
P49336	AAH69634.1
Q16816	AAH69679.1
P54646	AAH69680.1
P27037	AAH69707.1
Q16816	AAH69738.1
P54646	AAH69740.1
Q16816	AAH69754.1
O00238	AAH69796.1
O00238	AAH69803.1
P54646	AAH69823.1
O94804	AAH70077.1
P54819	AAH70127.1
P68400	AAH71167.1
P36897	AAH71181.1
Q9NRH2	AAH71567.1
Q8IVH8	AAH71579.1
P10721	AAH71593.1
Q96L34	AAH71948.1
Q6XUX3	AAH72406.1
P29322	AAH72417.2
Q9HBH9	AAH73140.1
Q16816	AAH74753.1
P07948	AAH75001.1
P07948	AAH75002.1
Q9UQB9	AAH75064.2
Q9H0K1	AAH78150.1
Q9P2K8	AAH78179.1
Q96GD4	AAH80581.1
P21860	AAH82992.1
P31749	AAH84538.1
Q7KZI7	AAH84540.1
O15264	AAH85196.1
Q99683	AAH88829.1
P54819	AAH90040.1
Q99759	AAH90859.1
P25098	AAH90863.1
Q05823	AAH90934.1
P11362	AAH91494.1
O00506	AAH91505.1
Q9H1R3	AAH92413.1
Q92772	AAH93646.1
Q99759	AAH93672.1
Q99759	AAH93674.1
P19525	AAH93676.1
Q13043	AAH93768.1
Q8TD19	AAH93881.1
Q92772	AAH93981.1
P00533	AAH94761.1
Q16512	AAH94766.1
Q9UQ88	AAH94827.1
Q15208	AAH95413.1
Q13705	AAH96243.1
Q13705	AAH96244.1
Q13705	AAH96245.1
P51812	AAH96301.1
P51812	AAH96302.1
P51812	AAH96303.1
Q9UGI9	AAH98102.1
Q9UGI9	AAH98255.1
Q9UGI9	AAH98277.1
Q9UGI9	AAH98306.1
Q9P289	AAH98315.1
Q13705	AAH99642.1
Q15746	AAI00762.2
Q15746	AAI00763.2
Q15746	AAI00764.2
Q04759	AAI01466.1
P19525	AAI01476.1
P42680	AAI01712.1
P42680	AAI01714.1
P15056	AAI01758.1
Q9P289	AAI03504.1
Q99986	AAI03762.1
P27707	AAI03765.1
P49336	AAI04493.1
P41279	AAI04834.1
Q2M2I8	AAI04843.1
P41240	AAI04848.1
P41240	AAI04876.1
Q00532	AAI04978.1
P54764	AAI05001.1
P54764	AAI05003.1
P49336	AAI05951.1
P41240	AAI06074.1
Q14012	AAI06755.1
Q14012	AAI06756.1
P49336	AAI07602.1
P17612	AAI08260.1
O95382	AAI09033.1
Q02156	AAI09034.1
Q02156	AAI09035.1
Q08881	AAI09078.1
Q08881	AAI09079.1
Q32MK0	AAI09098.2
O15146	AAI09099.1
O15146	AAI09100.1
P17252	AAI09274.1
P17252	AAI09275.1
Q13153	AAI09300.1
Q99570	AAI10319.1
Q2TB90	AAI10505.1
Q2TB90	AAI10506.2
O00311	AAI10527.1
O00311	AAI10528.1
Q9UQ88	AAI10906.1
O00311	AAI11045.1
P80192	AAI11408.1
Q9H2G2	AAI11566.1
Q8TDR2	AAI11574.1
O43283	AAI11727.1
P54762	AAI11745.1
O75116	AAI11802.1
Q2M2I8	AAI11966.1
Q99986	AAI12076.1
P15056	AAI12080.1
Q8TD19	AAI12102.1
Q15303	AAI12200.1
Q13464	AAI13115.1
Q04759	AAI13360.1
Q15746	AAI13457.1
Q15746	AAI13459.1
Q9H0K1	AAI13460.1
Q99986	AAI13511.1
P41279	AAI13567.1
P42336	AAI13602.1
P42336	AAI13604.1
P08069	AAI13611.1
P08069	AAI13613.1
O00443	AAI13659.1
P53355	AAI13661.1
Q9P0L2	AAI13870.1
P42338	AAI14433.1
Q05823	AAI14434.1
P34947	AAI14449.1
Q9P0L2	AAI14479.1
Q96PY6	AAI14492.1
Q9UIK4	AAI14507.1
P27707	AAI14618.1
P42345	AAI17167.1
P06213	AAI17173.1
Q9H0K1	AAI17184.1
P32298	AAI17321.1
Q6XUX3	AAI17412.1
P00519	AAI17452.1
P31751	AAI20995.1
P31751	AAI20996.1
Q9Y243	AAI21155.1
Q99640	AAI21162.1
Q99640	AAI21163.1
Q16513	AAI25200.1
Q15375	AAI26126.1
Q15375	AAI26152.1
Q13546	AAI26255.1
Q13546	AAI26257.1
P36888	AAI26351.1
Q9NZJ5	AAI26355.1
Q9NZJ5	AAI26357.1
O43293	AAI26431.1
O43293	AAI26433.1
P07948	AAI26457.1
P07948	AAI26459.1
Q8TCT0	AAI26941.1
Q13976	AAI27091.1
Q99570	AAI27107.1
Q9H1R3	AAI27623.1
O95382	AAI29951.1
O95382	AAI29952.1
Q99640	AAI30012.1
O75747	AAI30278.1
P21709	AAI30292.1
O75460	AAI30406.1
O75460	AAI30408.1
Q5TCQ9	AAI30410.1
P08581	AAI30421.1
Q9H4A3	AAI30468.1
Q9H4A3	AAI30470.1
P45983	AAI30571.1
P45983	AAI30573.1
Q9HCP0	AAI30614.1
P35968	AAI31823.1
P23458	AAI32730.1
Q86YV6	AAI32832.1
Q86YV6	AAI32834.1
O00750	AAI32877.1
O00329	AAI32920.1
O00329	AAI32922.1
Q7L7X3	AAI33040.1
P80192	AAI33707.1
Q9Y6R4	AAI36277.1
Q9Y2U5	AAI36294.1
Q9UPZ9	AAI36421.1
Q9UPZ9	AAI36422.1
O94921	AAI36477.1
O94921	AAI36478.1
Q9HCP0	AAI36505.1
P04629	AAI36555.1
Q9UBS0	AAI36565.1
O00750	AAI36646.1
Q9UL54	AAI36654.1
Q9UL54	AAI36656.1
P27144	AAI36887.1
P27144	AAI36888.1
Q13315	AAI37170.1
Q56UN5	AAI37277.1
Q56UN5	AAI37278.1
Q02750	AAI37460.1
Q02750	AAI39730.1
Q8TDR2	AAI40884.1
Q8TDR2	AAI40885.1
Q86V86	AAI41856.1
Q9UL54	AAI42664.1
P19525	AAI43231.1
P42680	AAI43488.1
Q6XUX3	AAI43604.1
Q9UK32	AAI43649.1
P53355	AAI43734.1
Q9Y6R4	AAI43736.1
Q15303	AAI43742.1
Q15303	AAI43748.1
Q15303	AAI43750.1
P53355	AAI43760.1
Q15375	AAI43858.1
Q15375	AAI43859.1
P36888	AAI44040.1
P36888	AAI44041.1
P45983	AAI44064.1
Q7L7X3	AAI44068.1
P04629	AAI44240.1
O00329	AAI44265.1
Q9UL54	AAI44345.1
Q56UN5	AAI44556.1
P27144	AAI46654.1
Q9Y6R4	AAI46771.1
P23919	AAI47007.1
P23919	AAI47011.1
P27144	AAI48271.1
Q9UKE5	AAI50257.1
Q9UL54	AAI51222.1
O94921	AAI52389.1
Q9UL54	AAI52414.1
O94921	AAI52437.1
O15075	AAI52457.1
O60285	AAI52463.1
Q9UPZ9	AAI52465.1
Q6PHR2	AAI57885.1
P04626	AAI67147.1
O94921	AAI67152.1
O94921	AAI67156.1
Q9UGJ0	AAK00413.1
Q96Q15	AAK00511.1
P00533	AAK01080.1
Q9BZL6	AAK01149.1
Q2M2I8	AAK1
Q2M2I8	AAK1 protein
Q2M2I8	AAK1-001
Q2M2I8	AAK1-002
Q2M2I8	AAK1-003
Q2M2I8	AAK1-005
Q2M2I8	AAK1-006
Q2M2I8	AAK1-007
Q2M2I8	AAK1-008
Q2M2I8	AAK1-009
Q2M2I8	AAK1-010
Q2M2I8	AAK1-011
Q9NYL2	AAK11615.1
P05129	AAK13533.1
Q9H1R3	AAK15494.1
Q9BXU1	AAK17193.1
Q2M2I8	AAK1_HUMAN
P54760	AAK21010.1
Q13535	AAK26749.1
Q9BWU1	AAK27731.1
Q9BXA7	AAK27734.1
Q9BXA7	AAK29413.1
O43683	AAK29549.1
Q9P289	AAK29620.1
Q9P289	AAK29621.1
Q8TF76	AAK30300.1
Q03405	AAK31795.1
Q9BXU1	AAK31978.1
Q13523	AAK38155.1
Q9P289	AAK38484.1
P00749	AAK38734.1
P78527	AAK40350.1
P27361	AAK52329.1
P00749	AAK53822.1
Q12866	AAK54121.1
P22607	AAK54727.1
P22607	AAK54729.1
Q96Q15	AAK58892.1
Q96RR4	AAK64600.1
Q96RR4	AAK64601.1
Q96RG2	AAK69752.1
P11309	AAK70871.1
Q7KZI7	AAK82368.1
P17252	AAK84184.1
Q96RR4	AAK91829.1
Q96RR4	AAK91830.1
P51955	AAK92212.1
Q16620	AAK92490.1
P21802	AAK94205.1
P21802	AAK94206.1
P21802	AAK94207.1
P21802	AAK94208.1
P21802	AAK94209.1
Q96PF2	AAK98531.1
Q9Y478	AAKB1_HUMAN
Q9UGJ0	AAKG
P54619	AAKG1_HUMAN
Q9UGJ0	AAKG2
Q9UGJ0	AAKG2_HUMAN
Q9UGI9	AAKG3_HUMAN
Q8TD19	AAL05428.1
P29317	AAL11019.1
Q7L7X3	AAL12217.1
P54760	AAL14194.1
P54760	AAL14195.1
Q00535	AAL15435.1
Q16659	AAL17605.1
Q96L34	AAL23683.1
Q96NX5	AAL28100.1
Q8WTQ7	AAL33880.1
Q16816	AAL36972.1
Q96RR4	AAL37215.1
Q96RR4	AAL37216.1
